id_1,id_2
338,2671
2865,338
2865,2245
2865,1380
2865,3128
2865,2529
2865,2085
2865,1505
2865,2162
2865,175
2865,293
2865,467
2865,2671
2245,338
2245,2865
2245,1380
2245,3128
2245,2529
2245,2085
2245,1505
2245,2162
2245,175
2245,293
2245,467
2245,2671
1380,338
1380,2865
1380,2245
1380,3128
1380,2529
1380,2085
1380,1505
1380,2162
1380,175
1380,293
1380,467
1380,2671
3128,338
3128,2865
3128,2245
3128,1380
3128,2529
3128,2085
3128,1505
3128,2162
3128,175
3128,293
3128,467
3128,2671
2529,338
2529,2865
2529,2245
2529,1380
2529,3128
2529,2085
2529,1505
2529,2162
2529,175
2529,293
2529,467
2529,2671
2085,338
2085,2865
2085,2245
2085,1380
2085,3128
2085,2529
2085,1505
2085,2162
2085,175
2085,293
2085,467
2085,2671
1505,338
1505,2865
